name,slug,description,price,sale_price,category_id,material,origin,style,stock,image_url,filter_color,filter_material,filter_construction,filter_pattern,filter_weave,dim1_label,dim1_width,dim1_length,dim1_shape,dim1_price,dim1_sale_price,dim1_stock,dim1_default,dim2_label,dim2_width,dim2_length,dim2_shape,dim2_price,dim2_sale_price,dim2_stock,dim2_default,dim3_label,dim3_width,dim3_length,dim3_shape,dim3_price,dim3_sale_price,dim3_stock,dim3_default,colors
Linear,linear,"Made with wool and 50% silk, the rugs in the Dunes Wool & Silk RugCollection has a soft feel and lustrous shimmer. The striations in the rug give it texture and while offering an added level of dynamism within a space.",57.2,,7.0,"Silk and Wool",India,Modern,1,https://www.dropbox.com/scl/fi/ptcfey7b202qnodsmtwjp/183460-DUNES-WOL-SILK-LINEAR-DENIM-7.8-X-9.1.jpg?rlkey=nzexqaqpjiq7byp4lflhifcqj&st=wja1pzzh&dl=1,Denim,"Silk and Wool","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3088.8,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4576.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,6177.6,,1.0,no,Denim:#B0ABA0
Crete,crete,"These modern rugs are constructed with a hybrid of knotted and woven techniques. Available in natural shades of blue, caramel and moss, Europa rugs exhibit a range of earthy colors found in nature.",35.2,,7.0,Wool,India,Modern,1,https://www.dropbox.com/scl/fi/hhn77v1p4qewq36w1ggbt/184066-EUROPA-COLLECTION-CRETE-SLATE-8.2-X-10.0.jpg?rlkey=f5jwkegzdnwzgzzyvzi56rif9&st=j9jo70or&dl=1,Slate,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1900.8,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2816.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,3801.6,,1.0,no,Slate:#B0ABA0
Pala,pala,"In collaboration with industry renowned Teddy Sumner, the Bengal Rug Collection is inspired by cobbled beach pebbles, vegetation patterns and other textured surfaces found in nature. Hand-knotted in a Turkish weave, these rugs use hand-spun wool yarn that is vegetable-dyed to a range of subtle colors. From the urban chic graphite grey to the rich sienna red and cerulean blue, these rugs are a solid foundation for a multitude of decor styles.",57.2,,7.0,Wool,India,Transitional,1,,"Blue - Sage",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3088.8,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4576.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,6177.6,,1.0,no,"Blue - Sage:#3A6EA8"
Kensington,kensington,"Carefully crafted with hand-carded wool, these rug designs are inspired by elements from antique European textiles, which come together to offer an incredible aesthetic value rare in hand-knotted carpets. Intricate patterns and nuanced color hues can be found in each of these transitional rugs.",99.0,,7.0,Wool,India,Transitional,1,,"Ivory - Multi",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,5346.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7920.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,10692.0,,1.0,no,"Ivory - Multi:#F4F0E6"
Wingate,wingate,"Carefully crafted with hand-carded wool, these rug designs are inspired by elements from antique European textiles, which come together to offer an incredible aesthetic value rare in hand-knotted carpets. Intricate patterns and nuanced color hues can be found in each of these transitional rugs.",99.0,,7.0,Wool,India,Transitional,1,,"Grey - Blue",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,5346.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7920.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,10692.0,,1.0,no,"Grey - Blue:#808080"
Baltic,baltic,"In collaboration with industry renowned Teddy Sumner, the Caspian Rug Collection is hand-knotted in India using a Turkish weave and hand-spun Middle Eastern wool, which is colored with natural vegetable dyes. The resulting variation in texture and color gives these carpets a sense of personality similar to that of antique carpets. These exclusive designs are largely modern adaptations of timeless traditional patterns colored to suit today's interiors.",74.8,,7.0,Wool,India,Transitional,1,,Midnight,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4039.2,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5984.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,8078.4,,1.0,no,Midnight:#B0ABA0
Sidi,sidi,"Made with wool and 50% silk, the rugs in the Dunes Wool & Silk RugCollection has a soft feel and lustrous shimmer. The striations in the rug give it texture and while offering an added level of dynamism within a space.",57.2,,7.0,"Silk and Wool",India,Modern,1,,Fernwood,"Silk and Wool","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3088.8,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4576.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,6177.6,,1.0,no,Fernwood:#B0ABA0
Hydra,hydra,"These modern rugs are constructed with a hybrid of knotted and woven techniques. Available in natural shades of blue, caramel and moss, Europa rugs exhibit a range of earthy colors found in nature.",35.2,,,Wool,India,Modern,1,,"Blue - Ivory",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1900.8,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2816.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,3801.6,,1.0,no,"Blue - Ivory:#3A6EA8"
Glamour,glamour,"This section comprises in-stock oversized rugs in sizes larger than 12 X 18.",105.6,,7.0,Wool,India,Traditional,1,,"Ivory - Blue",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,5702.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,8448.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,11404.8,,1.0,no,"Ivory - Blue:#F4F0E6"
Topanga,topanga,"Inspired by the landscapes of Malibu, California, the Malibu Rug Reserve Collection is hand-knotted in a finer weave than our Malibu Collection with wool and hand-spun silk, which give these rugs a stunning shimmering effect. The Zuma design offers an artful mix of vibrant colors, ranging from iris blues to mandarin oranges and rosy mauves.",83.6,,7.0,"Silk and Wool",India,Modern,1,,"Cuprous - Flint, Claret","Silk and Wool","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4514.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6688.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9028.8,,1.0,no,"Cuprous - Flint:#B0ABA0, Claret:#B0ABA0"
Fulton,fulton,"The intricate and diverse designs found in the Manhattan Rug Series are in a league of their own. Carefully crafted with hand-carded wool and some with hand-spun silk, these finely woven designs are inspired by elements from antique Ottoman, Egyptian and Asian textiles and offer an incredible aesthetic value rare in hand-knotted carpets.",83.6,,7.0,Wool,India,Transitional,1,,Ivory,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4514.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6688.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9028.8,,1.0,no,Ivory:#F4F0E6
Hamilton,hamilton,"The intricate and diverse designs found in the Manhattan Rug Series are in a league of their own. Carefully crafted with hand-carded wool and some with hand-spun silk, these finely woven designs are inspired by elements from antique Ottoman, Egyptian and Asian textiles and offer an incredible aesthetic value rare in hand-knotted carpets.",83.6,,7.0,Wool,India,Transitional,1,,"Blue Bell",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4514.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6688.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9028.8,,1.0,no,"Blue Bell:#3A6EA8"
"Murray Hill",murray,"The intricate and diverse designs found in the Manhattan Rug Series are in a league of their own. Carefully crafted with hand-carded wool and some with hand-spun silk, these finely woven designs are inspired by elements from antique Ottoman, Egyptian and Asian textiles and offer an incredible aesthetic value rare in hand-knotted carpets.",83.6,,7.0,Wool,India,Transitional,1,,Silver,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4514.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6688.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9028.8,,1.0,no,Silver:#C0C0C0
